ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: 40%trach collar	2	4.81671322421391E-07		
Other: 40% tc	2	4.81671322421391E-07		
Other: 100%facemask	2	4.81671322421391E-07		
Other: 25cc 02	2	4.81671322421391E-07		
Other: trach mask humdified.	2	4.81671322421391E-07		
Other: sodium chloride 3% neb	2	4.81671322421391E-07		
Other: Cont. Albuterol.	2	4.81671322421391E-07		
Other: Continuous NEB	2	4.81671322421391E-07		
Other: PMV with O2 port	2	4.81671322421391E-07		
Other: passi-muir	2	4.81671322421391E-07		
Other: bag mask nitric 80 ppm	2	4.81671322421391E-07		
Other: mist via aerosol mask	2	4.81671322421391E-07		
Other: OOB in chair	2	4.81671322421391E-07		
Other: ventilated.	2	4.81671322421391E-07		
Other: con't neb	2	4.81671322421391E-07		
Other: 1L oxygen bleed through continuous nebulizer	2	4.81671322421391E-07		
Other: scoop  mask	2	4.81671322421391E-07		
Other: NEB MASK	2	4.81671322421391E-07		
Other: speach valve	2	4.81671322421391E-07		
Other: nc and nebulizer	2	4.81671322421391E-07		
Other: scoop mask humidified	2	4.81671322421391E-07		
Other: MRI ventilator	2	4.81671322421391E-07		
Other: Oropharangeal airway	2	4.81671322421391E-07		
Other: huidifed blow by	2	4.81671322421391E-07		
Other: albuterol treatment	2	4.81671322421391E-07		
Other: Dr Dornbush aware of temp, blankets off, temp in room decr	2	4.81671322421391E-07		
Other: neb up	2	4.81671322421391E-07		
Other: Trach Cupula	2	4.81671322421391E-07		
Other: PS 12/ PEEP 8	2	4.81671322421391E-07		
Other: Using mother's trach collar connection to flows of 1-2L	2	4.81671322421391E-07		
Other: nasal cannula and neb	2	4.81671322421391E-07		
Other: NC and nebulizer	2	4.81671322421391E-07		
Other: Cont Neb = OFF	2	4.81671322421391E-07		
Other: nebulizer pari with mouthpiece	2	4.81671322421391E-07		
Other: nasal canula with humidified O2	2	4.81671322421391E-07		
Other: Cont alb neb	2	4.81671322421391E-07		
Other: MRI wall vent	2	4.81671322421391E-07		
Other: neb treatment with O2.	2	4.81671322421391E-07		
Other: Home Ventilator	2	4.81671322421391E-07		
Other: albuterol neb face mask	2	4.81671322421391E-07		
Other: handbagging	2	4.81671322421391E-07		
Other: home oxygen mask	2	4.81671322421391E-07		
Other: Blow by via facemask	2	4.81671322421391E-07		
Other: HME while awake per home routine	2	4.81671322421391E-07		
Other: humidified 02 via nasal cannula	2	4.81671322421391E-07		
Other: 3L bleed into mask per Cape Team	2	4.81671322421391E-07		
Other: trach collar to stoma	2	4.81671322421391E-07		
Other: 2l	2	4.81671322421391E-07		
Other: SFM w 2L 02	2	4.81671322421391E-07		
Other: trach most	2	4.81671322421391E-07		
Other: 35%mist	2	4.81671322421391E-07		
Other: 28%FM	2	4.81671322421391E-07		
Other: humidified O2 via trach	2	4.81671322421391E-07		
Other: continuous neb with face mask	2	4.81671322421391E-07		
Other: bagged by resp	2	4.81671322421391E-07		
Other: 1/4L	2	4.81671322421391E-07		
Other: respiratory assisted with bubble mask	2	4.81671322421391E-07		
Other: 28% air	2	4.81671322421391E-07		
Other: cool mist for comfort	2	4.81671322421391E-07		
Other: HBV	2	4.81671322421391E-07		
Other: BBO2 Mist	2	4.81671322421391E-07		
Other: Passe Muir Valve	2	4.81671322421391E-07		
Other: Continuous neb Heliox Mix 60/40	2	4.81671322421391E-07		
Other: BMV with neb	2	4.81671322421391E-07		
Other: hummidified blow by	2	4.81671322421391E-07		
Other: cont. albuterol nebulizer setup from transport	2	4.81671322421391E-07		
Other: neb at 5l	2	4.81671322421391E-07		
Other: PMV with O2	2	4.81671322421391E-07		
Other: cpap10	2	4.81671322421391E-07		
Other: cpap 10	2	4.81671322421391E-07		
Other: Simple mask	2	4.81671322421391E-07		
Other: Single barrel	2	4.81671322421391E-07		
Other: face mask.	2	4.81671322421391E-07		
Other: 6l simple mask	2	4.81671322421391E-07		
Other: Speaking valve + O2	2	4.81671322421391E-07		
Other: Heliox 80/20	2	4.81671322421391E-07		
Other: hummidifed shovel mask	2	4.81671322421391E-07		
Other: humidified 02 used as blowby	2	4.81671322421391E-07		
Other: Mist Blow-By	2	4.81671322421391E-07		
Other: end tidal co2	2	4.81671322421391E-07		
Other: passey valve	2	4.81671322421391E-07		
Other: bag mask by anesthesia	2	4.81671322421391E-07		
Other: vent FIO2 found on 0.35	2	4.81671322421391E-07		
Other: receiving neb	2	4.81671322421391E-07		
Other: N2O- 50%	2	4.81671322421391E-07		
Other: heli-ox	2	4.81671322421391E-07		
Other: N2O started 50%	2	4.81671322421391E-07		
Other: GA	2	4.81671322421391E-07		
Other: R/A	2	4.81671322421391E-07		
Other: high-flow cannula through tracheotomy	2	4.81671322421391E-07		
Other: Bagged	2	4.81671322421391E-07		
Other: NEbulizer	2	4.81671322421391E-07		
Other: humidified oxygen shovel mask	2	4.81671322421391E-07		
Other: Continuos Nebulizer	2	4.81671322421391E-07		
Other: aersol	2	4.81671322421391E-07		
Other: BB tubging in front of face	2	4.81671322421391E-07		
Other: anesthesia machne	2	4.81671322421391E-07		
Other: Humidified RA mist cube	2	4.81671322421391E-07		
Other: 10L 100% humidified O2 via simple mask	2	4.81671322421391E-07		
Other: Blow-by cont. albuterol	2	4.81671322421391E-07		
Other: double barrel nebulized O2	2	4.81671322421391E-07		
Other: Blow-By from funel	2	4.81671322421391E-07		
Other: room air. off bipap	2	4.81671322421391E-07		
Other: 50%mist tent	2	4.81671322421391E-07		
Other: 1.25 L	2	4.81671322421391E-07		
Other: 35% aerosol mask	2	4.81671322421391E-07		
Other: 50% mist cube	2	4.81671322421391E-07		
Other: humidified 02 at 28%	2	4.81671322421391E-07		
Other: humidified bbo2	2	4.81671322421391E-07		
Other: 15 L 100% humidified O2 blow by	2	4.81671322421391E-07		
Other: hmidified O2	2	4.81671322421391E-07		
Other: cont. neb via blow by of face	2	4.81671322421391E-07		
Other: xopenex neb	2	4.81671322421391E-07		
Other: CPAP 8	2	4.81671322421391E-07		
98	2	4.81671322421391E-07		
Other: High-flow Nasal Cannula	2	4.81671322421391E-07		
Other: receiving albuterol neb	2	4.81671322421391E-07		
Other: Neb at this time	2	4.81671322421391E-07		
Other: nebs up	2	4.81671322421391E-07		
Other: humidied oxygen 40%	2	4.81671322421391E-07		
Other: OOB commode	2	4.81671322421391E-07		
Other: trache mask	2	4.81671322421391E-07		
Other: nebulized	2	4.81671322421391E-07		
Other: HME trach collar	2	4.81671322421391E-07		
Other: humdified oxygen 28% by blow by	2	4.81671322421391E-07		
Other: high flow via bag mask	2	4.81671322421391E-07		
Other: 3 liters oxygen nasal canula	2	4.81671322421391E-07		
Other: 3 liters oxygen nasal cannula	2	4.81671322421391E-07		
Other: HUMIDIFED BLOW BY	2	4.81671322421391E-07		
Other: Neb. face mask.	2	4.81671322421391E-07		
Other: double barrel neb	2	4.81671322421391E-07		
Other: n2o 50%	2	4.81671322421391E-07		
Other: N2O 50% started	2	4.81671322421391E-07		
Other: N2O 50 %	2	4.81671322421391E-07		
Other: cool mist at 40%	2	4.81671322421391E-07		
Other: humidified mist mask	2	4.81671322421391E-07		
Other: humidified O2 via trach collar	2	4.81671322421391E-07		
Other: room air blow by	2	4.81671322421391E-07		
Other: Other: 1 liter	2	4.81671322421391E-07		
Other: ambu bag and mask	2	4.81671322421391E-07		
Other: Continuous albuterol.	2	4.81671322421391E-07		
Other: 70 % trach collar	2	4.81671322421391E-07		
Other: Double Barrell Shovle Mask	2	4.81671322421391E-07		
Other: facemask.	2	4.81671322421391E-07		
Other: 50% O2 via cube	2	4.81671322421391E-07		
Nasal cannula, Other: off nasal cannula	2	4.81671322421391E-07		
Other: bag with positive pressure	2	4.81671322421391E-07		
Other: Blow-by cont. alb.	2	4.81671322421391E-07		
Other: 02 funnel	2	4.81671322421391E-07		
Other: Rebreather mask	2	4.81671322421391E-07		
36.1	2	4.81671322421391E-07		
Other: nebulizer mouthpiece	2	4.81671322421391E-07		
Other: hme with O2	2	4.81671322421391E-07		
Other: 50% N2O via nasal mask	2	4.81671322421391E-07		
Other: C-pap	2	4.81671322421391E-07		
Other: nasal hood with 3L O2 and 3L N2O	2	4.81671322421391E-07		
Other: CPAP, administered by anesthesia	2	4.81671322421391E-07		
Other: ambu with O2	2	4.81671322421391E-07		
Other: 8L humidfication with 40% O2	2	4.81671322421391E-07		
Other: Blow by O2	2	4.81671322421391E-07		
Other: nebulizer attachment	2	4.81671322421391E-07		
Other: infrared temp	2	4.81671322421391E-07		
Other: nasal cannula pointed in mouth - pt mouth breathing	2	4.81671322421391E-07		
Other: aero	2	4.81671322421391E-07		
Other: nasal cann.	2	4.81671322421391E-07		
Other: shovel  mask	2	4.81671322421391E-07		
Other: anesthesia bag by ICU attending	2	4.81671322421391E-07		
Other: C. NEB	2	4.81671322421391E-07		
Other: nasal CPAP	2	4.81671322421391E-07		
Other: BBO2 and NC	2	4.81671322421391E-07		
Other: Other: Heliox	2	4.81671322421391E-07		
Other: plastic funnel	2	4.81671322421391E-07		
Other: shoel mask	2	4.81671322421391E-07		
Other: Aersol mask	2	4.81671322421391E-07		
Other: aerosol mask FiO2 0.35%	2	4.81671322421391E-07		
Other: humified mask	2	4.81671322421391E-07		
Other: Blowby at bed side, pt on RA	2	4.81671322421391E-07		
Other: Blow-By at bedside, pt on RA	2	4.81671322421391E-07		
Other: 0	2	4.81671322421391E-07		
Other: nitrous mask	2	4.81671322421391E-07		
Other: Nasal mask	2	4.81671322421391E-07		
Other: 3L O2, 3L N2O	2	4.81671322421391E-07		
Other: sip and puff	2	4.81671322421391E-07		
Other: Continuous alb	2	4.81671322421391E-07		
Other: held by a volunteer	2	4.81671322421391E-07		
Other: simple mask near by face whiel asleep	2	4.81671322421391E-07		
Other: unineb mask	2	4.81671322421391E-07		
Other: Oxymiter	2	4.81671322421391E-07		
Other: neb tx started	2	4.81671322421391E-07		
Other: admit from PACU	2	4.81671322421391E-07		
Other: trach mask, NS neb	2	4.81671322421391E-07		
Other: humidified  BB	2	4.81671322421391E-07		
Other: Continuous Nebulizer with Heliox	2	4.81671322421391E-07		
Other: Airway in place	2	4.81671322421391E-07		
Other: Cool Mist humidifier	2	4.81671322421391E-07		
Other: mist mask blowby	2	4.81671322421391E-07		
Other: spaced to Q1 hour	2	4.81671322421391E-07		
Other: pt getting neb	2	4.81671322421391E-07		
Other: humidified air trachcollar mist	2	4.81671322421391E-07		
Other: 100% humidied O2 scoop	2	4.81671322421391E-07		
Other: mist shovel mask	2	4.81671322421391E-07		
Other: In exsufflator treatment given	2	4.81671322421391E-07		
Other: NO via Nasal Cannula 5ppm	2	4.81671322421391E-07		
Other: Patient taken off bipap and placed on 40% face tent for 2 hour sprint as tolerated.	2	4.81671322421391E-07		
Other: cool mist tent	2	4.81671322421391E-07		
Other: nasala cannula 2 liters	2	4.81671322421391E-07		
Other: positive pressure mask	2	4.81671322421391E-07		
Other: Blow by as needed	2	4.81671322421391E-07		
Other: double barrel high flow mask	2	4.81671322421391E-07		
Other: Cont. Alb 12mg/hr	2	4.81671322421391E-07		
Other: via ambu bag	2	4.81671322421391E-07		
Other: off CPAP	2	4.81671322421391E-07		
Other: cont albuterol by face mask	2	4.81671322421391E-07		
Other: NC  50 cc	2	4.81671322421391E-07		
Other: 2 liters via nasal cannula	2	4.81671322421391E-07		
Other: nasal cannula at 2L O2 , neb also running simultaneously at 6L	2	4.81671322421391E-07		
Other: crying	2	4.81671322421391E-07		
Other: trach w HME in place	2	4.81671322421391E-07		
Other: humdified shovel mask	2	4.81671322421391E-07		
Other: repositioned, encourage pt. to take deep breaths	2	4.81671322421391E-07		
Other: Bag valve mask	2	4.81671322421391E-07		
Other: pt has NC by bedside but not using throughout session	2	4.81671322421391E-07		
Other: NC via mouth	2	4.81671322421391E-07		
Other: cool mist humidifacation prior to induced sputum.	2	4.81671322421391E-07		
Other: Fish mask w/NS neb	2	4.81671322421391E-07		
Other: Nebs running for first half of treatment then transitioned to NC	2	4.81671322421391E-07		
Other: HTC	2	4.81671322421391E-07		
Other: RAM cannula bipap set	2	4.81671322421391E-07		
Other: anesthesia bag mask	2	4.81671322421391E-07		
Other: nebulizer up	2	4.81671322421391E-07		
Other: Continuous neb Heliox mix 45/55.	2	4.81671322421391E-07		
Other: oxygen concentrator	2	4.81671322421391E-07		
Other: Blow-By and NC	2	4.81671322421391E-07		
Other: speaking valve on	2	4.81671322421391E-07		
Other: continuousl albuterol	2	4.81671322421391E-07		
Other: trachmask	2	4.81671322421391E-07		
Other: NC+Blow by	2	4.81671322421391E-07		
Other: sx'ed	2	4.81671322421391E-07		
Other: high flow trach collar	2	4.81671322421391E-07		
Other: combineb	2	4.81671322421391E-07		
Other: heliox 60/40	2	4.81671322421391E-07		
Other: 3 liters nasal canula	2	4.81671322421391E-07		
Other: in error	2	4.81671322421391E-07		
Other: PS 12/PEEP 8	2	4.81671322421391E-07		
Other: Blow by O2 to trach	2	4.81671322421391E-07		
Other: humidified mist tent	2	4.81671322421391E-07		
Other: Albuterol via nebulizer	2	4.81671322421391E-07		
Other: 3L NC with 50 blow by	2	4.81671322421391E-07		
Other: pt awake	2	4.81671322421391E-07		
Other: 1.5-2.5 L O2 via NC throughout session	2	4.81671322421391E-07		
Other: when O2 disconnected	2	4.81671322421391E-07		
Other: Home Vent	2	4.81671322421391E-07		
Other: combivent #1	2	4.81671322421391E-07		
Other: nebulizer medications	2	4.81671322421391E-07		
Other: Con't Albuterol	2	4.81671322421391E-07		
Other: trachcollar mist at 40%O2	2	4.81671322421391E-07		
Other: trach mask double barrell	2	4.81671322421391E-07		
Other: trach collar,100% room air mist	2	4.81671322421391E-07		
Other: Trach Mask	2	4.81671322421391E-07		
Other: HandBagETT	2	4.81671322421391E-07		
Other: humidified oxygen by mask	2	4.81671322421391E-07		
Other: tco2 monitor 30	2	4.81671322421391E-07		
Other: Pt on nebulizer.	2	4.81671322421391E-07		
Other: cont neb/oxygen by mask	2	4.81671322421391E-07		
Other: simple mask with double barrel	2	4.81671322421391E-07		
Other: albuterol neb given	2	4.81671322421391E-07		
Other: bag/ mask	2	4.81671322421391E-07		
Other: cont alb neb.	2	4.81671322421391E-07		
Other: cool  mist	2	4.81671322421391E-07		
Other: Humidified O2 scoop.	2	4.81671322421391E-07		
Other: FACE MASK	2	4.81671322421391E-07		
Other: 40%face ,asl	2	4.81671322421391E-07		
Other: pt weaned down to 35% on face mask, tolerating well	2	4.81671322421391E-07		
Other: manual CPAP/positive pressure by anesthesia	2	4.81671322421391E-07		
Other: RA trach mist	2	4.81671322421391E-07		
Other: 40% Track collar	2	4.81671322421391E-07		
Other: pt placed on o2 via fm for sat of88	2	4.81671322421391E-07		
Other: 28% humidified 02	2	4.81671322421391E-07		
Other: Facemask	2	4.81671322421391E-07		
Other: aerosolized O2	2	4.81671322421391E-07		
Other: 50% mist tent	2	4.81671322421391E-07		
Other: 50 % facemask	2	4.81671322421391E-07		
Other: Continuous Albuterol Nebs	2	4.81671322421391E-07		
Other: facemask 35%	2	4.81671322421391E-07		
Other: Humidified oxygen via trach mask	2	4.81671322421391E-07		
Other: Neb Treatment	2	4.81671322421391E-07		
Other: humidified NC	2	4.81671322421391E-07		
Other: t-collar	2	4.81671322421391E-07		
Other: 70	2	4.81671322421391E-07		
Other: cool mist to face tent	2	4.81671322421391E-07		
Other: capped	2	4.81671322421391E-07		
Other: neb via trach collar	2	4.81671322421391E-07		
Other: SCOOP mask	2	4.81671322421391E-07		
Other: Face Mask.	2	4.81671322421391E-07		
Other: speaker valve	2	4.81671322421391E-07		
Other: simple mask to trach collar	2	4.81671322421391E-07		
Other: via neb	2	4.81671322421391E-07		
Other: Unineb	2	4.81671322421391E-07		
Other: neb being administered	2	4.81671322421391E-07		
Other: Simple mask with mist	2	4.81671322421391E-07		
Other: neb albuterol	2	4.81671322421391E-07		
Other: Humidified O2.	2	4.81671322421391E-07		
Other: humi	2	4.81671322421391E-07		
Other: Other: nasal cannula in mouth per home regime	2	4.81671322421391E-07		
Other: see below	2	4.81671322421391E-07		
Other: Nasal cannula via end tidal	2	4.81671322421391E-07		
Other: trach collar humified air	2	4.81671322421391E-07		
Other: Contin Neb by Trach collar	2	4.81671322421391E-07		
Other: jackson reese by anesthesia	2	4.81671322421391E-07		
Other: cool mist 40%	2	4.81671322421391E-07		
Other: double barrell 100% o2	2	4.81671322421391E-07		
Other: mist humidifier at 40%	2	4.81671322421391E-07		
Other: Humidified O2 BB scoop	2	4.81671322421391E-07		
Other: nasal canula and blow by	2	4.81671322421391E-07		
Other: with humidity	2	4.81671322421391E-07		
Other: humidified O2 to trach at 35%	2	4.81671322421391E-07		
Other: 40% BB02	2	4.81671322421391E-07		
Other: nasal trumpet in place	2	4.81671322421391E-07		
Other: Continuous albuterol nebulizer.	2	4.81671322421391E-07		
Other: during neb	2	4.81671322421391E-07		
Other: 50% double barrel	2	4.81671322421391E-07		
Other: neb mask without medication	2	4.81671322421391E-07		
Other: open face mask with cool o2 mist	2	4.81671322421391E-07		
Other: 50% FM	2	4.81671322421391E-07		
Other: nitricoxide study nasal pulse	2	4.81671322421391E-07		
Other: face tent, humidified	2	4.81671322421391E-07		
Other: This is the second attempt at CPAP of 5.  Pt became nauseous after 4 minutes on CPAP on first attempt.	2	4.81671322421391E-07		
Other: cont. Albuterol	2	4.81671322421391E-07		
Other: scoop,humidified O2	2	4.81671322421391E-07		
Other: Speaking valvue with oxygen port	2	4.81671322421391E-07		
Other: HME with fio2	2	4.81671322421391E-07		
Other: refusing blow by	2	4.81671322421391E-07		
Other: see anes record	2	4.81671322421391E-07		
Other: Other: shovel mask	2	4.81671322421391E-07		
Other: Bag mask at 30% oxygen	2	4.81671322421391E-07		
Other: humdified face tent	2	4.81671322421391E-07		
Other: HME w/ bleed in	2	4.81671322421391E-07		
Other: Anesthesia mask	2	4.81671322421391E-07		
Other: nasal canula into oral airway per anesthesia.	2	4.81671322421391E-07		
Other: nasal cannula in oral airway	2	4.81671322421391E-07		
Other: post dialysis	2	4.81671322421391E-07		
Other: oxymyzer	2	4.81671322421391E-07		
Other: shovel mask blowby	2	4.81671322421391E-07		
Other: 50cc NC	2	4.81671322421391E-07		
Other: Blow by	2	4.81671322421391E-07		
Other: face mask at 100%	2	4.81671322421391E-07		
Other: 28% FM	2	4.81671322421391E-07		
Other: trac	2	4.81671322421391E-07		
Other: albuterol/atrovent neb	2	4.81671322421391E-07		
