ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: face amsk	2	3.23090137463545E-07		
98	2	3.23090137463545E-07		
Other: Nasal Cannula\	2	3.23090137463545E-07		
Other: noninvasive RAM cannula	2	3.23090137463545E-07		
Other: HME device.	2	3.23090137463545E-07		
Other: NNPV	2	3.23090137463545E-07		
Other: HUMIDIFED BLOW BY	2	3.23090137463545E-07		
Other: cont alb/heliox	2	3.23090137463545E-07		
Other: humdified scoop	2	3.23090137463545E-07		
Other: HME trach collar	2	3.23090137463545E-07		
Other: Double Barrel Blow-By	2	3.23090137463545E-07		
Other: HI FI	2	3.23090137463545E-07		
Other: crying	2	3.23090137463545E-07		
Other: off for cautery	2	3.23090137463545E-07		
Other: Cont. Albuterol	2	3.23090137463545E-07		
Other: HME 1 L	2	3.23090137463545E-07		
Other: Speaking valve w/ O2 port	2	3.23090137463545E-07		
Other: Nasal Hood	2	3.23090137463545E-07		
Other: unable to obtain bp patient moving and playing	2	3.23090137463545E-07		
Other: nasel canualar	2	3.23090137463545E-07		
Other: Scoop mask humidified O2	2	3.23090137463545E-07		
Other: nasal prongs with CO2 monitor	2	3.23090137463545E-07		
Other: 100% humidifed O2 BB	2	3.23090137463545E-07		
Other: 3L n/c	2	3.23090137463545E-07		
Other: nasal cannula plus simple mask	2	3.23090137463545E-07		
Other: double barrel scoop mask aat 70%	2	3.23090137463545E-07		
Other: blow by O2	2	3.23090137463545E-07		
Other: humidified mist blow by	2	3.23090137463545E-07		
Other: highflow	2	3.23090137463545E-07		
Other: Nasal Cannula and aero mask at 30%	2	3.23090137463545E-07		
Other: TCM	2	3.23090137463545E-07		
Other: 4LNC, NRB	2	3.23090137463545E-07		
Other: continuous neb-	2	3.23090137463545E-07		
Other: 3 L nasal cannula	2	3.23090137463545E-07		
Other: Facemask  10L	2	3.23090137463545E-07		
Other: Nasal Cannulla	2	3.23090137463545E-07		
Other: simple max	2	3.23090137463545E-07		
Other: nasal bipap	2	3.23090137463545E-07		
Other: passe muir speaking valve	2	3.23090137463545E-07		
Other: Home Speaking Valve	2	3.23090137463545E-07		
Other: Atrovent neb	2	3.23090137463545E-07		
Other: 50% DB FM	2	3.23090137463545E-07		
Other: nasal cannua	2	3.23090137463545E-07		
awake and crying	2	3.23090137463545E-07		
Other: Nebulizer - albuterol w/ 02	2	3.23090137463545E-07		
Other: nasal canula 1L	2	3.23090137463545E-07		
Other: continuous albuterol mask	2	3.23090137463545E-07		
Other: simlpe mask	2	3.23090137463545E-07		
Other: 1 liter Nasal Cannula	2	3.23090137463545E-07		
Other: double barrel blow by mask	2	3.23090137463545E-07		
Other: nasal cannula, oxygen increased to 3/4 liter	2	3.23090137463545E-07		
Other: 100% FM	2	3.23090137463545E-07		
Other: Hand Bagg	2	3.23090137463545E-07		
Other: HANDBAG	2	3.23090137463545E-07		
Other: bag ventilation	2	3.23090137463545E-07		
Other: off cpap on n/c	2	3.23090137463545E-07		
Other: hand bag mask	2	3.23090137463545E-07		
Other: 60%  face mask	2	3.23090137463545E-07		
Other: humidified oxygen via blowby	2	3.23090137463545E-07		
Other: Hi-Fi	2	3.23090137463545E-07		
Other: nebulizer treatments	2	3.23090137463545E-07		
Other: ambu bag w/ positive pressure	2	3.23090137463545E-07		
Other: Bubble CPAP 5	2	3.23090137463545E-07		
Other: High-flow	2	3.23090137463545E-07		
Other: oxygen mask	2	3.23090137463545E-07		
Other: humidfied	2	3.23090137463545E-07		
Other: humidifed	2	3.23090137463545E-07		
Other: scoop mask on face	2	3.23090137463545E-07		
Other: humidified O@ via blow by	2	3.23090137463545E-07		
Other: Vent Sprint	2	3.23090137463545E-07		
Other: a-bag positive pressure	2	3.23090137463545E-07		
Other: Humidified air via trach care	2	3.23090137463545E-07		
Other: 100% neb	2	3.23090137463545E-07		
Other: resp bagging	2	3.23090137463545E-07		
Other: Capped Trach	2	3.23090137463545E-07		
Other: hand bag cpap	2	3.23090137463545E-07		
Other: vent with heliox	2	3.23090137463545E-07		
Other: ambumask as CPAP	2	3.23090137463545E-07		
Other: New ETT 3.5 cuffed tube placed by NNP Heffernan	2	3.23090137463545E-07		
Other: simple mask at 4L	2	3.23090137463545E-07		
Other: n.c. 2 liters	2	3.23090137463545E-07		
Other: Trach collar mist	2	3.23090137463545E-07		
Other: High flow plus bag mask ventilation	2	3.23090137463545E-07		
Other: facial CPAP with anesthesia bag	2	3.23090137463545E-07		
Other: SIP & PUFF vent	2	3.23090137463545E-07		
Other: Neb Mask	2	3.23090137463545E-07		
Other: paci muir valve	2	3.23090137463545E-07		
Other: HFA cap	2	3.23090137463545E-07		
Other: Aerosol Mask & Blow-By	2	3.23090137463545E-07		
Other: simple mask   100 % O2	2	3.23090137463545E-07		
Other: ambu bag for extra O2	2	3.23090137463545E-07		
Other: Non re-breather	2	3.23090137463545E-07		
Other: Skin red to mild breakdown on nasal septum, mepilex and skin barrier applied	2	3.23090137463545E-07		
Other: Albuterol by mask	2	3.23090137463545E-07		
Other: albuterol neb ttreatment	2	3.23090137463545E-07		
Other: sprint off	2	3.23090137463545E-07		
Other: High flow nasal cannula	2	3.23090137463545E-07		
Other: Continuous albuterol	2	3.23090137463545E-07		
Other: face tent with mist	2	3.23090137463545E-07		
Other: low flo nasal cannula	2	3.23090137463545E-07		
Other: Passy Muir	2	3.23090137463545E-07		
Other: cont. albuterol and heliox	2	3.23090137463545E-07		
Other: 2 liter n/c	2	3.23090137463545E-07		
Other: Shiley Speaking valve	2	3.23090137463545E-07		
Other: BVM ASSIST	2	3.23090137463545E-07		
Other: rebreather	2	3.23090137463545E-07		
Other: face tent humidified	2	3.23090137463545E-07		
Other: Trach collar--humidified room air	2	3.23090137463545E-07		
Other: cont albuterol/ He-O2	2	3.23090137463545E-07		
Other: Nasak Cannula	2	3.23090137463545E-07		
Other: humidified blow by o2	2	3.23090137463545E-07		
Other: shoel mask	2	3.23090137463545E-07		
Other: ventilatornitric oxide	2	3.23090137463545E-07		
Other: Home Bipap Trilogy	2	3.23090137463545E-07		
Other: trach humivent	2	3.23090137463545E-07		
Other: passy muir 2 L	2	3.23090137463545E-07		
Other: NIPV	2	3.23090137463545E-07		
Other: home trach vent	2	3.23090137463545E-07		
Other: continous neb	2	3.23090137463545E-07		
Other: blow by Cont. albuterol	2	3.23090137463545E-07		
Other: speaking vlave	2	3.23090137463545E-07		
Other: NPP-PCV	2	3.23090137463545E-07		
Other: sip & puff vent	2	3.23090137463545E-07		
Other: nonrebreather 10L	2	3.23090137463545E-07		
Other: blowby with albuterol	2	3.23090137463545E-07		
Other: other simple face mask	2	3.23090137463545E-07		
Other: nasal.cannula.	2	3.23090137463545E-07		
Other: albuterol by mask	2	3.23090137463545E-07		
Other: cap over tracheostomy	2	3.23090137463545E-07		
Other: heliox/cont	2	3.23090137463545E-07		
Other: tach collar with humidified O2	2	3.23090137463545E-07		
Other: high flow NC	2	3.23090137463545E-07		
Other: Heliox+conts albuterol	2	3.23090137463545E-07		
Other: HMA	2	3.23090137463545E-07		
Other: NASAL CANNULA-	2	3.23090137463545E-07		
Other: NC 3L	2	3.23090137463545E-07		
Other: home HME	2	3.23090137463545E-07		
Other: venti mask with vents taped	2	3.23090137463545E-07		
Other: double-barrel FM	2	3.23090137463545E-07		
Other: Heliox & cont alb	2	3.23090137463545E-07		
Other: loose face tent	2	3.23090137463545E-07		
Other: HME w/ Oxygen port	2	3.23090137463545E-07		
Other: HME with 2 l o2	2	3.23090137463545E-07		
Other: sip and puff intermittently	2	3.23090137463545E-07		
Other: see anes record	2	3.23090137463545E-07		
Other: humidified blow by for comfort	2	3.23090137463545E-07		
Other: Trach collar with continuous albuterol	2	3.23090137463545E-07		
Other: trach collar for mist	2	3.23090137463545E-07		
Other: NON REBREATHER	2	3.23090137463545E-07		
Other: 1/2 l	2	3.23090137463545E-07		
Other: Nasal canular	2	3.23090137463545E-07		
Other: double barrell BB02	2	3.23090137463545E-07		
Other: Simple Face Mas	2	3.23090137463545E-07		
Other: facebook	2	3.23090137463545E-07		
Other: sleeping	2	3.23090137463545E-07		
Other: 100% humidified O2 BB	2	3.23090137463545E-07		
Other: HiFi ventilator	2	3.23090137463545E-07		
Other: HUMIDIFIED SHOVEL MASK	2	3.23090137463545E-07		
Other: nasal cannla	2	3.23090137463545E-07		
Other: BB mist	2	3.23090137463545E-07		
Other: cont albuterol and heliox	2	3.23090137463545E-07		
Other: nc 1 liter	2	3.23090137463545E-07		
Other: NC 1 Liter	2	3.23090137463545E-07		
Other: HME with 1L	2	3.23090137463545E-07		
2	2	3.23090137463545E-07		
Other: t-piece	2	3.23090137463545E-07		
Other: mist tent 40%	2	3.23090137463545E-07		
Other: nasal caneller	2	3.23090137463545E-07		
Other: neb. treatment	2	3.23090137463545E-07		
Other: O2 changed to humidified shovel mask	2	3.23090137463545E-07		
Other: neb treatment being administered	2	3.23090137463545E-07		
Other: 0.25l	2	3.23090137463545E-07		
Other: Face mask for continuous albuterol	2	3.23090137463545E-07		
Other: portable nitrous machine	2	3.23090137463545E-07		
Other: Heliox/Cont Albuterol	2	3.23090137463545E-07		
Other: home BiPAP	2	3.23090137463545E-07		
Other: ETT bagged	2	3.23090137463545E-07		
Other: BB02 scoop mask	2	3.23090137463545E-07		
Other: Pt clear and hasn't been requiring cough assist.  Dr. is going to change to PRN or D/C	2	3.23090137463545E-07		
Other: Continuous albuterol with heliox	2	3.23090137463545E-07		
Other: HNE	2	3.23090137463545E-07		
Other: contin albuterol	2	3.23090137463545E-07		
Other: via neb	2	3.23090137463545E-07		
Other: nasal cannal	2	3.23090137463545E-07		
Other: Nasal Trumpet	2	3.23090137463545E-07		
Other: speaking valve w/ O2	2	3.23090137463545E-07		
Other: 1/4L 02 and speaking valve	2	3.23090137463545E-07		
Other: 5.0 bivona trach with cap on	2	3.23090137463545E-07		
Other: neb treatment in process	2	3.23090137463545E-07		
Other: simple mask for neb	2	3.23090137463545E-07		
Other: humidfied O2 via blowby	2	3.23090137463545E-07		
Other: Saline Neb	2	3.23090137463545E-07		
Other: Jet Ventilation	2	3.23090137463545E-07		
Other: NEb	2	3.23090137463545E-07		
Other: manual CPAP	2	3.23090137463545E-07		
Other: nose mask	2	3.23090137463545E-07		
Other: cpap	2	3.23090137463545E-07		
Other: for neb	2	3.23090137463545E-07		
Other: HFV	2	3.23090137463545E-07		
Other: MPV via trilogy	2	3.23090137463545E-07		
Other: simple mask at 15L	2	3.23090137463545E-07		
Other: PEEP by mask	2	3.23090137463545E-07		
Other: iso	2	3.23090137463545E-07		
Other: Nasal Cannula.	2	3.23090137463545E-07		
Other: MPV- Sip & Puff	2	3.23090137463545E-07		
Other: NC with ETC02	2	3.23090137463545E-07		
Other: Other: HFJV	2	3.23090137463545E-07		
Other: Aerosol mask with blow-by tubing	2	3.23090137463545E-07		
Other: CPAP on ventilator with cannula	2	3.23090137463545E-07		
Other: pt currently recieving a NS neb	2	3.23090137463545E-07		
Other: nasal canula 3 L	2	3.23090137463545E-07		
Other: pt awake pulled mask off, attempted to replace with RN assistance. unsuccessful, resting comfortably on r/a	2	3.23090137463545E-07		
Other: hfnc off	2	3.23090137463545E-07		
Other: humidified oxygen 40%	2	3.23090137463545E-07		
Other: vent	2	3.23090137463545E-07		
Other: nasal trumpet in place	2	3.23090137463545E-07		
Other: double barrell blow by mask	2	3.23090137463545E-07		
Other: double barrell blowby	2	3.23090137463545E-07		
Other: nasal trumpet blow by	2	3.23090137463545E-07		
Other: Humidified	2	3.23090137463545E-07		
Other: simplemask	2	3.23090137463545E-07		
Other: heated trach coller	2	3.23090137463545E-07		
Other: cont. neb via heliox	2	3.23090137463545E-07		
Other: HME c 1l O2	2	3.23090137463545E-07		
Other: off bipap for 3 hours	2	3.23090137463545E-07		
Other: TV	2	3.23090137463545E-07		
Other: DOUBLE BARRELL BLOW BY	2	3.23090137463545E-07		
Other: continuous neb via trach collar	2	3.23090137463545E-07		
Other: continuous albuterol by trach collar	2	3.23090137463545E-07		
Other: 505% bb O2	2	3.23090137463545E-07		
Other: shovel face mask	2	3.23090137463545E-07		
Other: ett removed by md	2	3.23090137463545E-07		
Other: 1.5L	2	3.23090137463545E-07		
Other: t piece	2	3.23090137463545E-07		
Other: anesthia bag	2	3.23090137463545E-07		
Other: O2 trach nose	2	3.23090137463545E-07		
Other: trach with HME	2	3.23090137463545E-07		
Other: nonrebreather at 10 liters	2	3.23090137463545E-07		
Other: 100% aerosol mist	2	3.23090137463545E-07		
Other: NEB/facemask	2	3.23090137463545E-07		
Other: nebulizer and nasal canula	2	3.23090137463545E-07		
Other: neb cont via trach	2	3.23090137463545E-07		
Other: Racemic Neb	2	3.23090137463545E-07		
Other: entidal	2	3.23090137463545E-07		
Other: HELIOX	2	3.23090137463545E-07		
Other: heliox mask	2	3.23090137463545E-07		
Other: speaking valve with 3L O2	2	3.23090137463545E-07		
Other: suctioned	2	3.23090137463545E-07		
Other: Other: 1.5 L NC per baseline + BB02 40%	2	3.23090137463545E-07		
Other: nasak cannula	2	3.23090137463545E-07		
Other: simple masl	2	3.23090137463545E-07		
Other: HME collar	2	3.23090137463545E-07		
Other: NCPAP and mask	2	3.23090137463545E-07		
Other: HME 1L O2	2	3.23090137463545E-07		
Other: face tent with cool mist	2	3.23090137463545E-07		
Other: ambu blowby	2	3.23090137463545E-07		
Other: humidified O2 blow by	2	3.23090137463545E-07		
Other: Hand-bag LMA	2	3.23090137463545E-07		
Other: alb neb /02	2	3.23090137463545E-07		
Other: receiving uni neb	2	3.23090137463545E-07		
Other: positive pressure via bag mask	2	3.23090137463545E-07		
Other: nipv	2	3.23090137463545E-07		
Other: home trach ventilator	2	3.23090137463545E-07		
Other: air flow meter	2	3.23090137463545E-07		
Other: nasal cannula at 2 liters / min	2	3.23090137463545E-07		
Other: awake, fussy with vs. could not obtain accurate bp b/c pt kicking. will check once calm	2	3.23090137463545E-07		
Other: pt asleep - mask off	2	3.23090137463545E-07		
Other: home BiPaP	2	3.23090137463545E-07		
Other: 3	2	3.23090137463545E-07		
Other: home CPAP machine trial for 2 hours	2	3.23090137463545E-07		
Other: simple mask 6L	2	3.23090137463545E-07		
Other: FM with humidified O2	2	3.23090137463545E-07		
Other: NP-CPAP	2	3.23090137463545E-07		
Other: albuteral neb	2	3.23090137463545E-07		
Other: ambu bag held to face	2	3.23090137463545E-07		
Other: CAPPED	2	3.23090137463545E-07		
Other: oral airway with simple mask	2	3.23090137463545E-07		
Other: BubbleCPAP	2	3.23090137463545E-07		
Other: w/ humidity	2	3.23090137463545E-07		
Other: cannula to HME	2	3.23090137463545E-07		
Other: PCV	2	3.23090137463545E-07		
Other: SCOOP MASK	2	3.23090137463545E-07		
Other: 2L speaking valve	2	3.23090137463545E-07		
Other: Double-barrel trach collar	2	3.23090137463545E-07		
Other: hiflow NC	2	3.23090137463545E-07		
Other: pacimeur valve	2	3.23090137463545E-07		
Other: sweedish artificial nose	2	3.23090137463545E-07		
Other: Nasal Cannula on 1.5 liters  DIScontinued	2	3.23090137463545E-07		
Other: 2.5 L NC	2	3.23090137463545E-07		
Other: BBO2 for comfort	2	3.23090137463545E-07		
Other: simple maske	2	3.23090137463545E-07		
Other: heliox @10l & cont @ 10l off heliox, 3l o2 bled in	2	3.23090137463545E-07		
Other: heliox/cont albuterol	2	3.23090137463545E-07		
Other: CPAP 7 with continuous albuterol	2	3.23090137463545E-07		
Face tent, Other: mist tent	2	3.23090137463545E-07		
Other: 100%blow by	2	3.23090137463545E-07		
Other: NC at 4.5 liters/minute	2	3.23090137463545E-07		
Other: BB mask used as a simple mask	2	3.23090137463545E-07		
Other: non rebreather and nasal canula	2	3.23090137463545E-07		
Other: 100% blow by oxygen	2	3.23090137463545E-07		
Other: Nose	2	3.23090137463545E-07		
Other: 1/2LNC	2	3.23090137463545E-07		
Other: simple face  mask	2	3.23090137463545E-07		
0.03	2	3.23090137463545E-07		
Other: humidified 02via FM 50%	1	1.61545068731773E-07		
Other: Continuous neb discontinued	1	1.61545068731773E-07		
Other: 100%Face mask	1	1.61545068731773E-07		
Other: Hand bagging	1	1.61545068731773E-07		
Other: nonrebrethi	1	1.61545068731773E-07		
Other: MD removed O2 from patient	1	1.61545068731773E-07		
Other: 50% blow by, 2L NC	1	1.61545068731773E-07		
Other: blowby and nasal canula	1	1.61545068731773E-07		
Other: bbo2 and 1.5 l via NC	1	1.61545068731773E-07		
Other: cotinuous neb	1	1.61545068731773E-07		
Other: o.5 L Nasal Cannula	1	1.61545068731773E-07		
Other: 1 liter Nasal Canula	1	1.61545068731773E-07		
Other: 2 liter 02	1	1.61545068731773E-07		
Other: Albuterol/Atrovent nebs	1	1.61545068731773E-07		
Other: nasal canula .5	1	1.61545068731773E-07		
Other: 1 L Nasal cannula	1	1.61545068731773E-07		
High-flow nasal cannula, Other: nasal cannula	1	1.61545068731773E-07		
Other: alb neb hung	1	1.61545068731773E-07		
Other: face mask to get O2 up to 90%	1	1.61545068731773E-07		
Other: tracheostomy,with o2	1	1.61545068731773E-07		
Other: nasal cannula, low flow meter	1	1.61545068731773E-07		
Other: 2 liters o2 nc	1	1.61545068731773E-07		
Other: albuterolneb	1	1.61545068731773E-07		
Other: nasal canulae= open face mask	1	1.61545068731773E-07		
Other: oxygen mist cube	1	1.61545068731773E-07		
Other: moidified	1	1.61545068731773E-07		
Other: put back on 1/2 l o2	1	1.61545068731773E-07		
Other: 50 percent bbo2 and 2llnco2	1	1.61545068731773E-07		
Other: double barrell FM	1	1.61545068731773E-07		
Other: nasal canular 2l	1	1.61545068731773E-07		
Other: humidified BB @ HOB with scoop mask	1	1.61545068731773E-07		
Other: Nasal cannula.	1	1.61545068731773E-07		
Other: Nasal Cannula at 0.5L	1	1.61545068731773E-07		
Other: Low flow Nasal Cannula	1	1.61545068731773E-07		
Other: bag/ETT	1	1.61545068731773E-07		
Other: Hand Mask	1	1.61545068731773E-07		
Other: double barrel with shovel mask bb02	1	1.61545068731773E-07		
Other: BagMask vent	1	1.61545068731773E-07		
0.25	1	1.61545068731773E-07		
Other: positive pressure via bag valve mask with O2 support	1	1.61545068731773E-07		
Other: saline neb for transport	1	1.61545068731773E-07		
Other: blow by pacifier	1	1.61545068731773E-07		
Other: nasal cannula 1/8lL while asleep	1	1.61545068731773E-07		
Other: neb facemask at 8L	1	1.61545068731773E-07		
Other: albuterol nebulized trearment	1	1.61545068731773E-07		
Other: nasal cannula up	1	1.61545068731773E-07		
Other:  albuterol neb being given	1	1.61545068731773E-07		
Other: hypotonic neb	1	1.61545068731773E-07		
Other: rm air humidified O2	1	1.61545068731773E-07		
Other: nasal cannula/ alb neb	1	1.61545068731773E-07		
Other: Nebulizer treatment with 8L O2	1	1.61545068731773E-07		
Other: Mask on blow by	1	1.61545068731773E-07		
Other: BB applied after O2 decreased to 89	1	1.61545068731773E-07		
Other: manual CPAP by Dr. Kantor	1	1.61545068731773E-07		
Other: COOLMIST	1	1.61545068731773E-07		
Other: Off continuous, start q 1hr	1	1.61545068731773E-07		
Other: NC 0.25 lpm	1	1.61545068731773E-07		
Other: Nasal Canul	1	1.61545068731773E-07		
