Airway Assessment entries	Count	Percentage	Percentage included	Map to
Patent, Other:	3	5.15221090815789E-07		
No compromise, Other: difficult intubation in cath lab	3	5.15221090815789E-07		
Other: severe tracheobroncheomalacia	3	5.15221090815789E-07		
Stridorous, Other: intermittent stridor w/ position - this is baseline	3	5.15221090815789E-07		
Other: spica limiting chest expansion	3	5.15221090815789E-07		
Other: stridorous	3	5.15221090815789E-07		
Critical, Endotracheal tube, Other: positional, micronathia	3	5.15221090815789E-07		
No compromise, Other: CPAP in situ	3	5.15221090815789E-07		
Other: cpap started in pacu, np airway removed	3	5.15221090815789E-07		
No compromise, Other: occasional congested cough	3	5.15221090815789E-07		
Other: upper airway congestion noted.  can clear self when coughs	3	5.15221090815789E-07		
Other: soft collar applied	3	5.15221090815789E-07		
No compromise, Other: no issues currently with smaller oral cavity d/t palate	3	5.15221090815789E-07		
Other: s/p adnoidectomy	3	5.15221090815789E-07		
Other: frequent coughing, retracting	3	5.15221090815789E-07		
No compromise, Other: stridor	3	5.15221090815789E-07		
Tenuous, Other: harsh upper airway	3	5.15221090815789E-07		
No compromise, Other: wheezes	3	5.15221090815789E-07		
No compromise, Other: Had episodes of RR of 9 occasionally 5/16	3	5.15221090815789E-07		
No compromise, Other: upper air congestion, thick sputum, opccasional barky cough	3	5.15221090815789E-07		
No compromise, Other: Likes 02 blow by when anxious	3	5.15221090815789E-07		
Positional, Other: Desats	3	5.15221090815789E-07		
Other: mild stridor with crying	3	5.15221090815789E-07		
No compromise, Other: pneumothorax per CXR; left sided CT in place	3	5.15221090815789E-07		
Other: congested with cough, 02 sats decrease, sits up to relax and deep breath, O2 BB given	3	5.15221090815789E-07		
Other: grunting/retracting	3	5.15221090815789E-07		
Oropharyngeal airway, Tracheostomy	3	5.15221090815789E-07		
No compromise, Other: nares packed	3	5.15221090815789E-07		
Other: residual trachealmalacia	3	5.15221090815789E-07		
No compromise, Other: Unable to visualize due to patient cooperation, no visable blood, no evident compromise	3	5.15221090815789E-07		
Positional, Stridorous, Other: 50% mass effecct on trachea	3	5.15221090815789E-07		
No compromise, Other: Right Nasal Trumpet in place	3	5.15221090815789E-07		
No compromise, Other: multiple medications for asthma- uses 02 via NC, 1/8-1/2 L 18 hours of day per mother- on admission, pt. stable on RA	3	5.15221090815789E-07		
Edematous, Other: peritonsillar cellulitis	3	5.15221090815789E-07		
Positional, Other: gauze bite block	3	5.15221090815789E-07		
Other: history of tracheopexy	3	5.15221090815789E-07		
Stridorous, Other: Stridor with agitation	3	5.15221090815789E-07		
Other: see anesthesia record	3	5.15221090815789E-07		
Endotracheal tube, Other: tracheal malasia	3	5.15221090815789E-07		
No compromise, Other: s/p CDH repair	3	5.15221090815789E-07		
Stridorous, Other: stridorous when crying/upset; NP aware	3	5.15221090815789E-07		
No compromise, Other: layrngeal cleft	3	5.15221090815789E-07		
No compromise, Other: laryngeomalacia s/p cleft repair	3	5.15221090815789E-07		
No compromise, Other: noted OSA	3	5.15221090815789E-07		
No compromise, Other: + intermittant drooling	3	5.15221090815789E-07		
No compromise, Other: requires mouth suction as needed	3	5.15221090815789E-07		
No compromise, Other: tracheobronchomalacia	3	5.15221090815789E-07		
Stridorous, Other: trachealmalacia	3	5.15221090815789E-07		
No compromise, Other: pulmonary contusion, patient complaining of feeling tight, hx asthma	3	5.15221090815789E-07		
No compromise, Other: ON BiPAP at night	3	5.15221090815789E-07		
Other: low tone	3	5.15221090815789E-07		
No compromise, Stridorous, Other: slight stridor noted with crying	3	5.15221090815789E-07		
No compromise, Other: per dad - pt has hx of desats during monitored  seizures.	3	5.15221090815789E-07		
Critical, Other: halo with wire cutters at the top of bed	3	5.15221090815789E-07		
Other: desaturated	3	5.15221090815789E-07		
Other: bug bites	3	5.15221090815789E-07		
Positional, Stenotic, Other: prolapsed vocal chord, previous trach 5 years ago	3	5.15221090815789E-07		
Stridorous, Other: Intermittent; improved	3	5.15221090815789E-07		
Other: Intubated patient	3	5.15221090815789E-07		
Other: s/p chonal atresia repair	3	5.15221090815789E-07		
No compromise, Other: Nasal Trumpet removed by RT	3	5.15221090815789E-07		
Positional, Stridorous, Other: hx laryngomalasia	3	5.15221090815789E-07		
No compromise, Other: inspiratory stridor/coarseness with inspiration only	3	5.15221090815789E-07		
Other: pierre robin syndrome	3	5.15221090815789E-07		
No compromise, Stridorous, Other: stridor baseline when asleep	3	5.15221090815789E-07		
No compromise, Other: on cpap	3	5.15221090815789E-07		
No compromise, Stridorous, Other: Inspiratory stridor. ORL following especially when sleeping	3	5.15221090815789E-07		
Cervical spine immobilized, Other:	3	5.15221090815789E-07		
No compromise, Other: Clear runny discharge from nose	3	5.15221090815789E-07		
Positional, Other: Left deviated septum, b/l nares sound congested	3	5.15221090815789E-07		
No compromise, Stridorous, Other: audible stridor when he sleeps	3	5.15221090815789E-07		
Other: scant aspirate with cough Oral suction	3	5.15221090815789E-07		
No compromise, Stridorous, Other: Stridor per baseline	3	5.15221090815789E-07		
"Patent, Other: pt reports feeling ""unable to take a deep breath"", RR WNL, O2 sat 100% on RA."	3	5.15221090815789E-07		
No compromise, Other: R coanal atresia	3	5.15221090815789E-07		
Endotracheal tube, Other: 4.0 cuffed tube	3	5.15221090815789E-07		
Endotracheal tube, Other: 4.0 ETT	3	5.15221090815789E-07		
Other: lafort 3III distraction device	3	5.15221090815789E-07		
Stridorous, Vocal cord paralysis, Other: quiet breath sounds until agitated then has stridor	3	5.15221090815789E-07		
Other: croupy cough/	3	5.15221090815789E-07		
Other: allergic reaction	3	5.15221090815789E-07		
No compromise, Other: laryngeal cleft.	3	5.15221090815789E-07		
No compromise, Other: Upper Airway Stridor	3	5.15221090815789E-07		
Tracheostomy, Other: Capped trach	3	5.15221090815789E-07		
Positional, Other: occasional obstruction while asleep, self- resolves	3	5.15221090815789E-07		
No compromise, Other: noisy breather when on back	3	5.15221090815789E-07		
Stridorous, Other: Severe tracheomalasia - transmitted upper airway noises	3	5.15221090815789E-07		
No compromise, Stridorous, Other: stridor at times	3	5.15221090815789E-07		
No compromise, Patent, Other: tracheal diverticulum	3	5.15221090815789E-07		
Other: extubated. sore throat	3	5.15221090815789E-07		
Positional, Other: intermittenly obstructing	3	5.15221090815789E-07		
No compromise, Other: OSA significant when sleeping. No compromise while awake	3	5.15221090815789E-07		
Stridorous, Other: slightly coarse	3	5.15221090815789E-07		
No compromise, Other: slight  nasal  congestion	3	5.15221090815789E-07		
No compromise, Other: bleeding from surgery trickiling down back of throat	3	5.15221090815789E-07		
Other: Occasional desats when asleep, needing repositioning to return to >94% RA. Occasionally using BBo2 while sleeping	3	5.15221090815789E-07		
No compromise, Other: clear rhinnorhea	3	5.15221090815789E-07		
No compromise, Other: history of OSA, brief self-resolving desats overnight	3	5.15221090815789E-07		
No compromise, Other: usually on 1L NC	3	5.15221090815789E-07		
Other: hoarse sounding	3	5.15221090815789E-07		
No compromise, Other: nasal stents in place bilaterally	3	5.15221090815789E-07		
No compromise, Other: pt has multipale facial surgeries apert syndrome, per mom breathing is always noisy,	3	5.15221090815789E-07		
Stridorous, Other: Lymphatic malformation of neck and tongue	3	5.15221090815789E-07		
No compromise, Other: mild stridor post OR/extubation	3	5.15221090815789E-07		
Critical, Other: Grade 3 airway; comforted by mom	3	5.15221090815789E-07		
Other: Congested/Loose productive cough	3	5.15221090815789E-07		
No compromise, Other: Inderal started monitoring pt. for any S/S of wheezing	3	5.15221090815789E-07		
Unprotected, Other: Weak	3	5.15221090815789E-07		
No compromise, Stridorous, Other: improved	3	5.15221090815789E-07		
Other: reequent cough, white sputum, suctioned x 2 on admission	3	5.15221090815789E-07		
Positional, Other: occ obstructs at this time	3	5.15221090815789E-07		
Stridorous, Other: laryngotracheomalacia and report of R vocal cord dysfunction	3	5.15221090815789E-07		
Other: stable with nasal trumpet and cpap witn ambu	3	5.15221090815789E-07		
No compromise, Other: hx laryngomalasia	3	5.15221090815789E-07		
No compromise, Other: Snoring while asleep off bipap	3	5.15221090815789E-07		
Other: airway hemangioma; stridor w/crying, agitation	3	5.15221090815789E-07		
"No compromise, Other: baseline ""noisy breathing"""	3	5.15221090815789E-07		
Other: Mucositis - coarse upper airway congestion audible	3	5.15221090815789E-07		
Other: Difficult intubation: micrognathia, s/p tongue-lip adhesion	3	5.15221090815789E-07		
No compromise, Other: 1-2L NC	3	5.15221090815789E-07		
No compromise, Other: Pt on BIPAP	3	5.15221090815789E-07		
Patent, Tracheostomy, Vocal cord paralysis	3	5.15221090815789E-07		
Stridorous, Other: breath holding	3	5.15221090815789E-07		
Other: SNORING, BS CRACKLES LLB.	3	5.15221090815789E-07		
Oropharyngeal airway, Positional, Stenotic	3	5.15221090815789E-07		
No compromise, Other: nasal cannual for CPAP	3	5.15221090815789E-07		
Other: increased secretions	3	5.15221090815789E-07		
Other: nasal cannula, mild retractions	3	5.15221090815789E-07		
Nasopharyngeal airway, Positional, Other: Trumpet  20 placed	3	5.15221090815789E-07		
Endotracheal tube, Other: upper airway congestion	3	5.15221090815789E-07		
Other: Supraclavicular  retractions,	3	5.15221090815789E-07		
Other: Tight LS	3	5.15221090815789E-07		
"No compromise, Vocal cord paralysis, Other: ""webbed glottis"""	3	5.15221090815789E-07		
Stridorous, Other: UAC	3	5.15221090815789E-07		
Other: exp wheeze	3	5.15221090815789E-07		
No compromise, Stridorous, Other: with crying	3	5.15221090815789E-07		
Other: upper airway congestion and cough	3	5.15221090815789E-07		
Other: on Bipap	3	5.15221090815789E-07		
Endotracheal tube, Other: .	3	5.15221090815789E-07		
No compromise, Other: throat pain	3	5.15221090815789E-07		
Other: Mild Tracheomalasia	3	5.15221090815789E-07		
Other: NE	3	5.15221090815789E-07		
Other: unable to stop coughing/ c/o not getting enough air and pain - medicated for pain	3	5.15221090815789E-07		
Positional, Other: frequent obstruction and concern for micrognathia and positional airway	3	5.15221090815789E-07		
Stridorous, Other: baseline for patient	3	5.15221090815789E-07		
No compromise, Other: occasionally swollen tongue	3	5.15221090815789E-07		
Other: +upper airway congestion	3	5.15221090815789E-07		
No compromise, Stridorous, Other: Stridor present, worse with agitation	3	5.15221090815789E-07		
Positional, Vocal cord paralysis, Other: partial paresis of L vocal cord	3	5.15221090815789E-07		
No compromise, Other: blowby	3	5.15221090815789E-07		
Stridorous, Other: intermittent stridor with crying/ excitement	3	5.15221090815789E-07		
Other: Upper airway congestion and snoring sound with crying	3	5.15221090815789E-07		
Other: anterior neck mass, not currently affecting airway	3	5.15221090815789E-07		
Cervical spine immobilized, Other: Miami J collar in place	3	5.15221090815789E-07		
Other: history of asthma intermittant wheezing treated with albuterol nebs	3	5.15221090815789E-07		
Other: ausc. slight stridor, but breathing comfortably, although RR 20s asleep	3	5.15221090815789E-07		
No compromise, Vocal cord paralysis, Other: R VC	3	5.15221090815789E-07		
Other: Pt in respiratory distress	3	5.15221090815789E-07		
Positional, Other: positional while sleeping	3	5.15221090815789E-07		
Other: hx OSA	3	5.15221090815789E-07		
No compromise, Other: on 6L 02 via nasal cannula	3	5.15221090815789E-07		
No compromise, Other: Swallowed small earring, no indication of airway impairment.	3	5.15221090815789E-07		
Endotracheal tube, Other: intermittent inspiratory stridor	3	5.15221090815789E-07		
Positional, Other: nasal trumpet	3	5.15221090815789E-07		
No compromise, Stridorous, Other: subglottic stenosis	3	5.15221090815789E-07		
Stridorous, Other: mildly stridulous--> positional	3	5.15221090815789E-07		
Other: Croupy cough	3	5.15221090815789E-07		
Other: difficulty clearing secretions	3	5.15221090815789E-07		
Stridorous, Other: stridorous when upset/crying	3	5.15221090815789E-07		
Other: capped tracheostomy	3	5.15221090815789E-07		
No compromise, Stridorous, Other: stirodorous while asleep	3	5.15221090815789E-07		
Stridorous, Other: intermittent stridor at baseline	3	5.15221090815789E-07		
Other: muffled voice and noisy breathing d/t swollen tonsils	3	5.15221090815789E-07		
Other: Pt has OSA and sleeps with Bipap	3	5.15221090815789E-07		
Cervical spine immobilized, Other: wears c-spine brace during the day, sleeps without brace. Able to look up, left, and right per mother	3	5.15221090815789E-07		
No compromise, Other: oral airway removed on admission	3	5.15221090815789E-07		
No compromise, Other: post operative nasal surg	3	5.15221090815789E-07		
Other: Bilateral nasal stents	3	5.15221090815789E-07		
Stridorous, Other: stridor/mild retractions present with cry	3	5.15221090815789E-07		
No compromise, Other: c/o +DOE, denies SOB at rest	3	5.15221090815789E-07		
Other: 0.5L O2 requirement	3	5.15221090815789E-07		
No compromise, Other: mediastinal air pocket present	3	5.15221090815789E-07		
Unprotected, Other: NE tube at 11cm to CLWS for esophageal atresia	3	5.15221090815789E-07		
Other: slight stridor while awake	3	5.15221090815789E-07		
Other: trach removed 5/19, stoma open,  dressing iintact	3	5.15221090815789E-07		
No compromise, Patent, Other: Congestion	3	5.15221090815789E-07		
No compromise, Other: 4+ tonsils--awaiting tonsillectomy	3	5.15221090815789E-07		
No compromise, Other: has OSA at baseline (has tried CPAP and BiPAP at home but pt refuses to wear)	3	5.15221090815789E-07		
Endotracheal tube, Other: venous malformation, nasal intubation, enlarged tongue	3	5.15221090815789E-07		
Critical, Other: jaw wired shut, wire cutters at bedside	3	5.15221090815789E-07		
No compromise, Other: hx of chronic PNA	3	5.15221090815789E-07		
Other: central sleep apnea, hx  when awake, no distress	3	5.15221090815789E-07		
Other: upper airway congestion, loose cough	3	5.15221090815789E-07		
Other: replogle placed for R/O TEF EA	3	5.15221090815789E-07		
Other: malocclusion secondary to maxillary hypoplasia	3	5.15221090815789E-07		
